AGI	Tissue
AT2G38400	14_day_old_seedling
AT5G02910	14_day_old_seedling
AT5G66950	14_day_old_seedling
AT5G63950	14_day_old_seedling
AT1G47900	14_day_old_seedling
AT5G24310	14_day_old_seedling
AT5G65613	14_day_old_seedling
AT2G32760	14_day_old_seedling
AT4G34140	14_day_old_seedling
AT2G45330	14_day_old_seedling
AT1G24070	14_day_old_seedling
AT3G07130	14_day_old_seedling
AT2G20750	14_day_old_seedling
AT1G76390	14_day_old_seedling
AT2G04520	14_day_old_seedling
AT1G72140	14_day_old_seedling
AT2G24395	14_day_old_seedling
AT4G00110	14_day_old_seedling
AT5G62550	14_day_old_seedling
AT4G00290	14_day_old_seedling
AT2G38970	14_day_old_seedling
AT1G21710	14_day_old_seedling
AT5G02630	14_day_old_seedling
AT2G45600	14_day_old_seedling
AT5G16560	14_day_old_seedling
AT2G27400	14_day_old_seedling
AT3G58630	14_day_old_seedling
AT3G21290	14_day_old_seedling
AT1G78540	14_day_old_seedling
AT5G12480	14_day_old_seedling
AT3G54290	14_day_old_seedling
AT4G22910	14_day_old_seedling
AT2G06040	14_day_old_seedling
AT5G06160	14_day_old_seedling
AT2G46000	14_day_old_seedling
AT2G25920	14_day_old_seedling
AT5G63080	14_day_old_seedling
AT4G03000	14_day_old_seedling
AT3G61770	14_day_old_seedling
AT2G17705	14_day_old_seedling
AT5G55500	14_day_old_seedling
AT3G46100	14_day_old_seedling
AT1G07470	14_day_old_seedling
AT3G53760	14_day_old_seedling
AT2G31140	14_day_old_seedling
AT1G34010	14_day_old_seedling
AT4G24880	14_day_old_seedling
AT3G10530	14_day_old_seedling
AT4G03490	14_day_old_seedling
AT3G09250	14_day_old_seedling
AT5G48240	14_day_old_seedling
AT5G63960	14_day_old_seedling
AT1G01950	14_day_old_seedling
AT5G23850	14_day_old_seedling
AT1G75130	14_day_old_seedling
AT1G54160	14_day_old_seedling
AT5G10830	14_day_old_seedling
AT4G25260	14_day_old_seedling
AT1G16970	14_day_old_seedling
AT5G19570	14_day_old_seedling
AT5G09250	14_day_old_seedling
AT1G25375	14_day_old_seedling
AT3G08890	14_day_old_seedling
AT5G61640	14_day_old_seedling
AT5G52550	14_day_old_seedling
AT5G62020	14_day_old_seedling
AT2G41040	14_day_old_seedling
AT1G19520	14_day_old_seedling
AT1G25580	14_day_old_seedling
AT1G03530	14_day_old_seedling
AT3G59800	14_day_old_seedling
AT3G19510	14_day_old_seedling
AT1G06210	14_day_old_seedling
AT5G67530	14_day_old_seedling
AT2G24160	14_day_old_seedling
AT2G23890	14_day_old_seedling
AT4G38490	14_day_old_seedling
AT4G22840	14_day_old_seedling
AT2G38780	14_day_old_seedling
AT1G14560	14_day_old_seedling
AT1G60770	14_day_old_seedling
AT2G44740	14_day_old_seedling
AT4G17420	14_day_old_seedling
AT5G55550	14_day_old_seedling
AT1G71940	14_day_old_seedling
AT3G50340	14_day_old_seedling
AT4G24940	14_day_old_seedling
AT1G67960	14_day_old_seedling
AT4G02280	14_day_old_seedling
AT1G47278	14_day_old_seedling
AT1G52370	14_day_old_seedling
AT1G19540	14_day_old_seedling
AT2G30470	14_day_old_seedling
AT2G30140	14_day_old_seedling
AT5G15220	14_day_old_seedling
AT1G19100	14_day_old_seedling
AT3G24150	14_day_old_seedling
AT2G20840	14_day_old_seedling
AT5G62950	14_day_old_seedling
AT3G51250	14_day_old_seedling
AT2G44830	14_day_old_seedling
AT1G73830	14_day_old_seedling
AT3G05510	14_day_old_seedling
AT4G12710	14_day_old_seedling
AT2G17780	14_day_old_seedling
AT5G04070	14_day_old_seedling
AT2G47230	14_day_old_seedling
AT1G50440	14_day_old_seedling
AT3G54170	14_day_old_seedling
AT1G27980	14_day_old_seedling
AT5G57590	14_day_old_seedling
AT5G10870	14_day_old_seedling
AT1G10150	14_day_old_seedling
AT1G10240	14_day_old_seedling
AT5G51640	14_day_old_seedling
AT1G63860	14_day_old_seedling
AT3G53270	14_day_old_seedling
AT1G67320	14_day_old_seedling
AT1G68680	14_day_old_seedling
AT5G61220	14_day_old_seedling
AT3G05625	14_day_old_seedling
AT4G07950	14_day_old_seedling
AT1G11360	14_day_old_seedling
AT5G56020	14_day_old_seedling
AT4G34500	14_day_old_seedling
AT4G36920	14_day_old_seedling
AT4G15530	14_day_old_seedling
AT3G62330	14_day_old_seedling
AT5G35930	14_day_old_seedling
AT5G57120	14_day_old_seedling
AT5G44780	14_day_old_seedling
AT4G14440	14_day_old_seedling
AT3G51280	14_day_old_seedling
AT2G33600	14_day_old_seedling
AT3G59490	14_day_old_seedling
AT5G22480	14_day_old_seedling
AT1G47240	14_day_old_seedling
AT1G77330	14_day_old_seedling
AT1G22400	14_day_old_seedling
AT1G65030	14_day_old_seedling
AT1G11940	14_day_old_seedling
AT1G56520	14_day_old_seedling
AT4G05020	14_day_old_seedling
AT3G30380	14_day_old_seedling
AT3G29670	14_day_old_seedling
AT5G66490	14_day_old_seedling
AT4G34630	14_day_old_seedling
AT1G73020	14_day_old_seedling
AT5G59830	14_day_old_seedling
AT4G34270	14_day_old_seedling
AT5G66900	14_day_old_seedling
AT1G09710	14_day_old_seedling
AT5G18255	14_day_old_seedling
AT3G21175	14_day_old_seedling
AT1G21010	14_day_old_seedling
AT2G21045	14_day_old_seedling
AT1G23330	14_day_old_seedling
AT5G11650	14_day_old_seedling
AT2G26550	14_day_old_seedling
AT4G17620	14_day_old_seedling
AT4G25720	14_day_old_seedling
AT1G73820	14_day_old_seedling
AT4G11160	14_day_old_seedling
AT5G67490	14_day_old_seedling
AT5G44410	14_day_old_seedling
AT5G15910	14_day_old_seedling
AT4G16310	14_day_old_seedling
AT5G44150	14_day_old_seedling
AT1G69523	14_day_old_seedling
AT2G29910	14_day_old_seedling
AT4G10570	14_day_old_seedling
AT1G07170	14_day_old_seedling
AT1G67630	14_day_old_seedling
AT3G10700	14_day_old_seedling
AT1G70190	14_day_old_seedling
AT4G24140	14_day_old_seedling
AT5G41360	14_day_old_seedling
AT5G42140	14_day_old_seedling
AT4G12250	14_day_old_seedling
AT2G18690	14_day_old_seedling
AT1G13860	14_day_old_seedling
AT5G25050	14_day_old_seedling
AT3G16340	14_day_old_seedling
AT1G02290	14_day_old_seedling
AT2G35605	14_day_old_seedling
AT5G19900	14_day_old_seedling
AT5G58520	14_day_old_seedling
AT1G24040	14_day_old_seedling
AT4G08900	14_day_old_seedling
AT4G24972	14_day_old_seedling
AT2G36800	14_day_old_seedling
AT1G07870	14_day_old_seedling
AT5G62865	14_day_old_seedling
AT2G41830	14_day_old_seedling
AT1G75020	14_day_old_seedling
AT5G05270	14_day_old_seedling
AT1G13100	14_day_old_seedling
AT2G43320	14_day_old_seedling
AT3G61540	14_day_old_seedling
AT4G11100	14_day_old_seedling
AT3G20860	14_day_old_seedling
AT3G21950	14_day_old_seedling
AT2G24592	14_day_old_seedling
AT1G79640	14_day_old_seedling
AT1G12350	14_day_old_seedling
AT2G40690	14_day_old_seedling
AT2G19350	14_day_old_seedling
AT5G23750	14_day_old_seedling
AT1G24450	14_day_old_seedling
AT3G22740	14_day_old_seedling
AT1G14020	14_day_old_seedling
AT5G34930	14_day_old_seedling
AT5G41400	14_day_old_seedling
AT5G09820	14_day_old_seedling
AT1G22180	14_day_old_seedling
AT1G08220	14_day_old_seedling
AT5G13580	14_day_old_seedling
AT4G12610	14_day_old_seedling
AT1G15110	14_day_old_seedling
AT3G01142	14_day_old_seedling
AT5G18260	14_day_old_seedling
AT1G01930	14_day_old_seedling
AT4G36890	14_day_old_seedling
AT4G02610	14_day_old_seedling
AT2G45060	14_day_old_seedling
AT2G34840	14_day_old_seedling
AT5G05470	14_day_old_seedling
AT5G05500	14_day_old_seedling
AT2G14860	14_day_old_seedling
AT1G53400	14_day_old_seedling
AT5G14480	14_day_old_seedling
AT1G80210	14_day_old_seedling
AT1G52030	14_day_old_seedling
AT2G45150	14_day_old_seedling
AT1G06560	14_day_old_seedling
AT1G51100	14_day_old_seedling
AT2G28080	14_day_old_seedling
AT3G44735	14_day_old_seedling
AT1G61240	14_day_old_seedling
AT4G28490	14_day_old_seedling
AT5G22370	14_day_old_seedling
AT3G11620	14_day_old_seedling
AT4G02050	14_day_old_seedling
AT5G07000	14_day_old_seedling
AT5G23870	14_day_old_seedling
AT5G62030	14_day_old_seedling
AT2G05810	14_day_old_seedling
AT2G24040	14_day_old_seedling
AT3G02660	14_day_old_seedling
AT4G08110	14_day_old_seedling
AT4G09900	14_day_old_seedling
AT4G39230	14_day_old_seedling
AT5G53530	14_day_old_seedling
AT3G21550	14_day_old_seedling
AT3G13940	14_day_old_seedling
AT5G51830	14_day_old_seedling
AT1G47830	14_day_old_seedling
AT2G48010	14_day_old_seedling
AT4G10970	14_day_old_seedling
AT5G23530	14_day_old_seedling
AT2G10410	14_day_old_seedling
AT1G18870	14_day_old_seedling
AT5G49645	14_day_old_seedling
AT1G05860	14_day_old_seedling
AT1G51840	14_day_old_seedling
AT5G57060	14_day_old_seedling
AT3G23620	14_day_old_seedling
AT2G34520	14_day_old_seedling
AT5G54200	14_day_old_seedling
AT5G43050	14_day_old_seedling
AT1G70200	14_day_old_seedling
AT3G57060	14_day_old_seedling
AT4G27900	14_day_old_seedling
AT3G08020	14_day_old_seedling
AT1G73590	14_day_old_seedling
AT1G45249	14_day_old_seedling
AT2G04550	14_day_old_seedling
AT3G56070	14_day_old_seedling
AT3G26950	14_day_old_seedling
AT3G54610	14_day_old_seedling
AT3G49645	14_day_old_seedling
AT2G17720	14_day_old_seedling
AT2G22570	14_day_old_seedling
AT1G29030	14_day_old_seedling
AT3G63530	14_day_old_seedling
AT1G69800	14_day_old_seedling
AT3G46180	14_day_old_seedling
AT5G66060	14_day_old_seedling
AT4G36720	14_day_old_seedling
AT3G06940	14_day_old_seedling
AT5G64930	14_day_old_seedling
AT1G06645	14_day_old_seedling
AT5G51280	14_day_old_seedling
AT1G01220	14_day_old_seedling
AT3G06270	14_day_old_seedling
AT3G61490	14_day_old_seedling
AT4G31930	14_day_old_seedling
AT5G05760	14_day_old_seedling
AT1G21370	14_day_old_seedling
AT2G20010	14_day_old_seedling
AT5G15500	14_day_old_seedling
AT5G40530	14_day_old_seedling
AT4G23840	14_day_old_seedling
AT1G56145	14_day_old_seedling
AT1G78310	14_day_old_seedling
AT1G76600	14_day_old_seedling
AT5G14610	14_day_old_seedling
AT2G18740	14_day_old_seedling
AT2G21950	14_day_old_seedling
AT5G05250	14_day_old_seedling
AT5G61340	14_day_old_seedling
AT5G11030	14_day_old_seedling
AT1G70690	14_day_old_seedling
AT1G34120	14_day_old_seedling
AT4G38710	14_day_old_seedling
AT1G26250	14_day_old_seedling
AT4G17610	14_day_old_seedling
AT5G16610	14_day_old_seedling
AT3G08780	14_day_old_seedling
AT5G17010	14_day_old_seedling
AT2G18220	14_day_old_seedling
AT5G14530	14_day_old_seedling
AT4G29910	14_day_old_seedling
AT3G11290	14_day_old_seedling
AT2G38630	14_day_old_seedling
AT1G15670	14_day_old_seedling
AT5G24360	14_day_old_seedling
AT4G34660	14_day_old_seedling
AT1G10720	14_day_old_seedling
AT2G01940	14_day_old_seedling
AT5G50410	14_day_old_seedling
AT3G50660	14_day_old_seedling
AT1G15410	14_day_old_seedling
AT2G28200	14_day_old_seedling
AT1G50280	14_day_old_seedling
AT4G00080	14_day_old_seedling
AT5G48870	14_day_old_seedling
AT5G22460	14_day_old_seedling
AT4G29860	14_day_old_seedling
AT2G04650	14_day_old_seedling
AT1G30810	14_day_old_seedling
AT2G16630	14_day_old_seedling
AT5G05920	14_day_old_seedling
AT4G22285	14_day_old_seedling
AT3G29810	14_day_old_seedling
AT1G71990	14_day_old_seedling
AT5G48730	14_day_old_seedling
AT3G59630	14_day_old_seedling
AT2G34355	14_day_old_seedling
AT5G41330	14_day_old_seedling
AT5G57130	14_day_old_seedling
AT1G71840	14_day_old_seedling
AT4G22340	14_day_old_seedling
AT3G04520	14_day_old_seedling
AT5G46840	14_day_old_seedling
AT3G52030	14_day_old_seedling
AT4G21430	14_day_old_seedling
AT3G20120	14_day_old_seedling
AT3G01200	14_day_old_seedling
AT3G58130	14_day_old_seedling
AT5G47720	14_day_old_seedling
AT4G35050	14_day_old_seedling
AT1G14840	14_day_old_seedling
AT3G28670	14_day_old_seedling
AT1G80720	14_day_old_seedling
AT3G13360	14_day_old_seedling
AT1G20890	14_day_old_seedling
AT1G27070	14_day_old_seedling
AT1G44125	14_day_old_seedling
AT1G62050	14_day_old_seedling
AT4G36990	14_day_old_seedling
AT1G10140	14_day_old_seedling
AT1G32260	14_day_old_seedling
AT2G32540	14_day_old_seedling
AT1G69572	14_day_old_seedling
AT5G49080	14_day_old_seedling
AT1G02810	14_day_old_seedling
AT1G12460	14_day_old_seedling
AT5G01470	14_day_old_seedling
AT4G09620	14_day_old_seedling
AT1G18190	14_day_old_seedling
AT1G78960	14_day_old_seedling
AT1G74250	14_day_old_seedling
AT1G16000	14_day_old_seedling
AT2G21970	14_day_old_seedling
AT3G52290	14_day_old_seedling
AT1G73460	14_day_old_seedling
AT2G27285	14_day_old_seedling
AT1G13650	14_day_old_seedling
AT2G22530	14_day_old_seedling
AT2G28480	14_day_old_seedling
AT4G05000	14_day_old_seedling
AT4G36380	14_day_old_seedling
AT2G17320	14_day_old_seedling
AT5G03180	14_day_old_seedling
AT2G27130	14_day_old_seedling
AT5G11550	14_day_old_seedling
AT1G07000	14_day_old_seedling
AT2G26030	14_day_old_seedling
AT2G28240	14_day_old_seedling
AT5G12240	14_day_old_seedling
AT3G10340	14_day_old_seedling
AT4G36140	14_day_old_seedling
AT2G21320	14_day_old_seedling
AT2G21290	14_day_old_seedling
AT3G18940	14_day_old_seedling
AT3G25780	14_day_old_seedling
AT1G49180	14_day_old_seedling
AT2G44255	14_day_old_seedling
AT3G55510	14_day_old_seedling
AT4G19190	14_day_old_seedling
AT1G74390	14_day_old_seedling
AT5G56610	14_day_old_seedling
AT4G10450	14_day_old_seedling
AT1G65060	14_day_old_seedling
AT4G28990	14_day_old_seedling
AT5G19080	14_day_old_seedling
AT1G72820	14_day_old_seedling
AT1G49840	14_day_old_seedling
AT2G46140	14_day_old_seedling
AT1G33700	14_day_old_seedling
AT3G62860	14_day_old_seedling
AT5G41120	14_day_old_seedling
AT1G28715	14_day_old_seedling
AT4G31150	14_day_old_seedling
AT5G59050	14_day_old_seedling
AT4G16690	14_day_old_seedling
AT2G38290	14_day_old_seedling
AT4G13195	14_day_old_seedling
AT3G20015	14_day_old_seedling
AT5G17620	14_day_old_seedling
AT1G63160	14_day_old_seedling
AT3G23090	14_day_old_seedling
AT3G44260	14_day_old_seedling
AT2G47830	14_day_old_seedling
AT3G11650	14_day_old_seedling
AT3G14060	14_day_old_seedling
AT2G44360	14_day_old_seedling
AT2G24630	14_day_old_seedling
AT1G22160	14_day_old_seedling
AT3G20280	14_day_old_seedling
AT2G26470	14_day_old_seedling
AT3G21870	14_day_old_seedling
AT5G49480	14_day_old_seedling
AT5G01370	14_day_old_seedling
AT2G36885	14_day_old_seedling
AT2G33835	14_day_old_seedling
AT1G10280	14_day_old_seedling
AT4G16141	14_day_old_seedling
AT4G11970	14_day_old_seedling
AT4G36090	14_day_old_seedling
AT5G45590	14_day_old_seedling
AT1G22280	14_day_old_seedling
AT3G22680	14_day_old_seedling
AT2G15860	14_day_old_seedling
AT5G41110	14_day_old_seedling
AT5G46790	14_day_old_seedling
AT3G02760	14_day_old_seedling
AT4G40045	14_day_old_seedling
AT1G31220	14_day_old_seedling
AT5G64470	14_day_old_seedling
AT1G18710	14_day_old_seedling
AT1G07050	14_day_old_seedling
AT4G05520	14_day_old_seedling
AT1G10270	14_day_old_seedling
AT5G24120	14_day_old_seedling
AT3G46490	14_day_old_seedling
AT5G05520	14_day_old_seedling
AT5G44450	14_day_old_seedling
AT2G20240	14_day_old_seedling
AT2G28880	14_day_old_seedling
AT2G36900	14_day_old_seedling
AT5G13680	14_day_old_seedling
AT2G34720	14_day_old_seedling
AT1G03850	14_day_old_seedling
AT2G30480	14_day_old_seedling
AT5G02820	14_day_old_seedling
AT2G04850	14_day_old_seedling
AT5G23340	14_day_old_seedling
AT5G50380	14_day_old_seedling
AT2G20290	14_day_old_seedling
AT3G06390	14_day_old_seedling
AT1G13260	14_day_old_seedling
AT4G27410	14_day_old_seedling
AT4G25440	14_day_old_seedling
AT1G66880	14_day_old_seedling
AT5G10790	14_day_old_seedling
AT3G04710	14_day_old_seedling
AT3G50910	14_day_old_seedling
AT2G14825	14_day_old_seedling
AT1G32860	14_day_old_seedling
AT2G19670	14_day_old_seedling
AT4G26550	14_day_old_seedling
AT1G62710	14_day_old_seedling
AT1G16670	14_day_old_seedling
AT3G02320	14_day_old_seedling
AT1G32940	14_day_old_seedling
AT4G02200	14_day_old_seedling
AT5G19630	14_day_old_seedling
AT4G17615	14_day_old_seedling
AT3G18350	14_day_old_seedling
AT5G07920	14_day_old_seedling
AT4G16060	14_day_old_seedling
AT5G27395	14_day_old_seedling
AT3G21100	14_day_old_seedling
AT2G21195	14_day_old_seedling
AT3G02210	14_day_old_seedling
AT5G04460	14_day_old_seedling
AT5G57160	14_day_old_seedling
AT1G27470	14_day_old_seedling
AT1G78170	14_day_old_seedling
AT3G11030	14_day_old_seedling
AT1G57590	14_day_old_seedling
AT1G03687	14_day_old_seedling
AT5G19750	14_day_old_seedling
AT5G48500	14_day_old_seedling
AT2G45680	14_day_old_seedling
AT1G11400	14_day_old_seedling
AT2G36420	14_day_old_seedling
AT2G17820	14_day_old_seedling
AT4G32290	14_day_old_seedling
AT2G05632	14_day_old_seedling
AT1G68130	14_day_old_seedling
AT1G08160	14_day_old_seedling
AT5G24870	14_day_old_seedling
AT5G02470	14_day_old_seedling
AT3G53780	14_day_old_seedling
AT1G24400	14_day_old_seedling
AT2G33360	14_day_old_seedling
AT2G24690	14_day_old_seedling
AT1G16340	14_day_old_seedling
AT1G08650	14_day_old_seedling
AT5G08320	14_day_old_seedling
AT5G10700	14_day_old_seedling
AT4G14465	14_day_old_seedling
AT3G07200	14_day_old_seedling
AT1G03590	14_day_old_seedling
AT4G27540	14_day_old_seedling
AT3G22180	14_day_old_seedling
AT1G30570	14_day_old_seedling
AT2G05160	14_day_old_seedling
AT1G54210	14_day_old_seedling
AT4G35987	14_day_old_seedling
AT5G13290	14_day_old_seedling
AT5G55930	14_day_old_seedling
AT3G52610	14_day_old_seedling
AT5G26680	14_day_old_seedling
AT1G12530	14_day_old_seedling
AT2G31010	14_day_old_seedling
AT3G25610	14_day_old_seedling
AT1G48380	14_day_old_seedling
AT1G26450	14_day_old_seedling
AT4G17550	14_day_old_seedling
AT5G41000	14_day_old_seedling
AT1G77450	14_day_old_seedling
AT3G17420	14_day_old_seedling
AT1G05230	14_day_old_seedling
AT3G54300	14_day_old_seedling
AT5G52810	14_day_old_seedling
AT2G42120	14_day_old_seedling
AT5G66450	14_day_old_seedling
AT5G08335	14_day_old_seedling
AT5G64680	14_day_old_seedling
AT1G31070	14_day_old_seedling
AT2G46920	14_day_old_seedling
AT3G44280	14_day_old_seedling
AT2G47990	14_day_old_seedling
AT4G16790	14_day_old_seedling
AT3G09690	14_day_old_seedling
AT3G50070	14_day_old_seedling
AT1G76270	14_day_old_seedling
AT2G29530	14_day_old_seedling
AT3G20510	14_day_old_seedling
AT4G12390	14_day_old_seedling
AT1G50670	14_day_old_seedling
AT1G78510	14_day_old_seedling
AT4G21090	14_day_old_seedling
AT1G13030	14_day_old_seedling
AT2G30160	14_day_old_seedling
AT3G25740	14_day_old_seedling
AT4G32970	14_day_old_seedling
AT2G01755	14_day_old_seedling
AT4G13390	14_day_old_seedling
AT5G15730	14_day_old_seedling
AT2G47640	14_day_old_seedling
AT2G33050	14_day_old_seedling
AT4G39960	14_day_old_seedling
AT4G34610	14_day_old_seedling
AT5G60370	14_day_old_seedling
AT3G53090	14_day_old_seedling
AT2G41650	14_day_old_seedling
AT5G15210	14_day_old_seedling
AT5G27550	14_day_old_seedling
AT5G50900	14_day_old_seedling
AT5G20170	14_day_old_seedling
AT1G74300	14_day_old_seedling
AT2G19430	14_day_old_seedling
AT5G14840	14_day_old_seedling
AT1G11380	14_day_old_seedling
AT5G45290	14_day_old_seedling
AT2G46250	14_day_old_seedling
AT3G17950	14_day_old_seedling
AT1G16690	14_day_old_seedling
AT5G41220	14_day_old_seedling
AT5G64020	14_day_old_seedling
AT2G23380	14_day_old_seedling
AT4G28590	14_day_old_seedling
AT2G21540	14_day_old_seedling
AT3G19650	14_day_old_seedling
AT2G41180	14_day_old_seedling
AT3G23910	14_day_old_seedling
AT5G16870	14_day_old_seedling
AT5G03330	14_day_old_seedling
AT2G19870	14_day_old_seedling
AT4G31650	14_day_old_seedling
AT5G67190	14_day_old_seedling
AT1G53520	14_day_old_seedling
AT1G49350	14_day_old_seedling
AT1G04900	14_day_old_seedling
AT4G01550	14_day_old_seedling
AT5G05870	14_day_old_seedling
AT5G12890	14_day_old_seedling
AT3G07170	14_day_old_seedling
AT3G07080	14_day_old_seedling
AT3G02920	14_day_old_seedling
AT2G04660	14_day_old_seedling
AT4G16210	14_day_old_seedling
AT2G38090	14_day_old_seedling
AT5G23720	14_day_old_seedling
AT4G40065	14_day_old_seedling
AT2G46680	14_day_old_seedling
AT1G03760	14_day_old_seedling
AT5G19380	14_day_old_seedling
AT1G31830	14_day_old_seedling
AT3G17680	14_day_old_seedling
AT1G27370	14_day_old_seedling
AT3G56900	14_day_old_seedling
AT5G07830	14_day_old_seedling
AT2G02790	14_day_old_seedling
AT3G54430	14_day_old_seedling
AT5G58670	14_day_old_seedling
AT1G53770	14_day_old_seedling
AT3G20910	14_day_old_seedling
AT1G08390	14_day_old_seedling
AT3G13380	14_day_old_seedling
AT3G17465	14_day_old_seedling
AT3G15300	14_day_old_seedling
AT5G15880	14_day_old_seedling
AT4G36400	14_day_old_seedling
AT5G38220	14_day_old_seedling
AT2G39210	14_day_old_seedling
AT3G22420	14_day_old_seedling
AT1G78050	14_day_old_seedling
AT3G08505	14_day_old_seedling
AT3G22400	14_day_old_seedling
AT2G04740	14_day_old_seedling
AT1G52160	14_day_old_seedling
AT5G51190	14_day_old_seedling
AT5G20510	14_day_old_seedling
AT2G27110	14_day_old_seedling
AT1G33415	14_day_old_seedling
AT1G43245	14_day_old_seedling
AT1G63740	14_day_old_seedling
AT1G14130	14_day_old_seedling
AT2G22090	14_day_old_seedling
AT5G22210	14_day_old_seedling
AT4G31540	14_day_old_seedling
AT2G37360	14_day_old_seedling
AT5G57860	14_day_old_seedling
AT5G24570	14_day_old_seedling
AT1G25530	14_day_old_seedling
AT1G64620	14_day_old_seedling
AT3G01360	14_day_old_seedling
AT1G09500	14_day_old_seedling
AT2G05590	14_day_old_seedling
AT4G26240	14_day_old_seedling
AT2G19390	14_day_old_seedling
AT2G44270	14_day_old_seedling
AT1G49590	14_day_old_seedling
AT5G60200	14_day_old_seedling
AT1G50360	14_day_old_seedling
AT5G49900	14_day_old_seedling
AT2G42200	14_day_old_seedling
AT1G10730	14_day_old_seedling
AT4G02850	14_day_old_seedling
AT4G23990	14_day_old_seedling
AT4G26965	14_day_old_seedling
AT3G50430	14_day_old_seedling
AT3G05330	14_day_old_seedling
AT3G62390	14_day_old_seedling
AT3G20150	14_day_old_seedling
AT1G02160	14_day_old_seedling
AT5G23300	14_day_old_seedling
AT1G70480	14_day_old_seedling
AT2G45510	14_day_old_seedling
AT1G33360	14_day_old_seedling
AT1G45191	14_day_old_seedling
AT1G04020	14_day_old_seedling
AT5G07700	14_day_old_seedling
AT3G60440	14_day_old_seedling
AT1G44760	14_day_old_seedling
AT3G44540	14_day_old_seedling
AT3G44020	14_day_old_seedling
AT2G27770	14_day_old_seedling
AT4G36970	14_day_old_seedling
AT3G06660	14_day_old_seedling
AT4G37190	14_day_old_seedling
AT1G03260	14_day_old_seedling
AT4G26582	14_day_old_seedling
AT2G38660	14_day_old_seedling
AT4G23910	14_day_old_seedling
AT4G18210	14_day_old_seedling
AT3G52170	14_day_old_seedling
AT3G19290	14_day_old_seedling
AT1G45180	14_day_old_seedling
AT4G05440	14_day_old_seedling
AT5G04960	14_day_old_seedling
AT5G04270	14_day_old_seedling
AT1G64350	14_day_old_seedling
AT4G09500	14_day_old_seedling
AT2G21150	14_day_old_seedling
AT3G27340	14_day_old_seedling
AT1G72416	14_day_old_seedling
AT5G44572	14_day_old_seedling
AT5G47450	14_day_old_seedling
AT5G19340	14_day_old_seedling
AT3G10870	14_day_old_seedling
AT2G25570	14_day_old_seedling
AT4G32830	14_day_old_seedling
AT2G27080	14_day_old_seedling
AT3G61160	14_day_old_seedling
AT2G24590	14_day_old_seedling
AT3G25710	14_day_old_seedling
AT3G45680	14_day_old_seedling
AT1G28660	14_day_old_seedling
AT2G14850	14_day_old_seedling
AT2G37975	14_day_old_seedling
AT1G54310	14_day_old_seedling
AT5G18240	14_day_old_seedling
AT1G06790	14_day_old_seedling
AT4G16110	14_day_old_seedling
AT2G24230	14_day_old_seedling
AT4G33495	14_day_old_seedling
AT5G15390	14_day_old_seedling
AT3G62690	14_day_old_seedling
AT1G23090	14_day_old_seedling
AT4G30480	14_day_old_seedling
AT1G26690	14_day_old_seedling
AT1G06265	14_day_old_seedling
AT2G18730	14_day_old_seedling
AT3G10390	14_day_old_seedling
AT5G04020	14_day_old_seedling
AT1G22890	14_day_old_seedling
AT1G05310	14_day_old_seedling
AT3G52220	14_day_old_seedling
AT3G05650	14_day_old_seedling
AT3G47780	14_day_old_seedling
AT3G63010	14_day_old_seedling
AT3G56170	14_day_old_seedling
AT4G08330	14_day_old_seedling
AT3G48100	14_day_old_seedling
AT1G79670	14_day_old_seedling
AT5G23520	14_day_old_seedling
AT3G46040	14_day_old_seedling
AT1G07090	14_day_old_seedling
AT4G25710	14_day_old_seedling
AT5G35732	14_day_old_seedling
AT1G15960	14_day_old_seedling
AT5G58120	14_day_old_seedling
AT2G20550	14_day_old_seedling
AT1G19380	14_day_old_seedling
AT5G39360	14_day_old_seedling
AT5G19310	14_day_old_seedling
AT2G15000	14_day_old_seedling
AT4G21445	14_day_old_seedling
AT5G49410	14_day_old_seedling
AT5G07320	14_day_old_seedling
AT2G02810	14_day_old_seedling
AT3G18770	14_day_old_seedling
AT2G37690	14_day_old_seedling
AT4G37680	14_day_old_seedling
AT3G48040	14_day_old_seedling
AT4G05090	14_day_old_seedling
AT1G17460	14_day_old_seedling
AT5G06960	14_day_old_seedling
AT3G16700	14_day_old_seedling
AT4G21530	14_day_old_seedling
AT5G23380	14_day_old_seedling
AT2G30000	14_day_old_seedling
AT5G55670	14_day_old_seedling
AT3G56630	14_day_old_seedling
AT1G64460	14_day_old_seedling
AT4G21610	14_day_old_seedling
AT5G03660	14_day_old_seedling
AT1G26340	14_day_old_seedling
AT3G22460	14_day_old_seedling
AT1G78010	14_day_old_seedling
AT1G20910	14_day_old_seedling
AT2G40030	14_day_old_seedling
AT4G23000	14_day_old_seedling
AT3G50110	14_day_old_seedling
AT1G13220	14_day_old_seedling
AT4G27490	14_day_old_seedling
AT2G21070	14_day_old_seedling
AT5G43870	14_day_old_seedling
AT2G02765	14_day_old_seedling
AT5G59000	14_day_old_seedling
AT2G17580	14_day_old_seedling
AT5G64760	14_day_old_seedling
AT5G37710	14_day_old_seedling
AT3G12990	14_day_old_seedling
AT5G67150	14_day_old_seedling
AT5G10290	14_day_old_seedling
AT3G09970	14_day_old_seedling
AT4G25280	14_day_old_seedling
AT3G01750	14_day_old_seedling
AT3G61020	14_day_old_seedling
AT3G10330	14_day_old_seedling
AT1G29630	14_day_old_seedling
AT1G04230	14_day_old_seedling
AT2G48020	14_day_old_seedling
AT1G70570	14_day_old_seedling
AT1G61580	14_day_old_seedling
