AGI	Experiment	Category	Melt_Cat
AT2G45190	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G45310	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G45315	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G45340	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G45440	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G45470	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G45530	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G45590	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G45600	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G45630	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G45680	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G45685	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G45880	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G45950	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G45960	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G45970	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G45980	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G46080	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G46150	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G46160	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G46210	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G46220	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G46260	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G46310	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G46330	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G46370	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G46420	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G46490	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G46500	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G46510	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G46520	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G46535	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G46560	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G46590	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G46600	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G46620	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G46630	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G46710	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G46720	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G46780	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G46790	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G46810	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G46820	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G46830	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G46870	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G46880	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G46900	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G46920	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G47010	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G47050	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G47070	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G47110	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G47115	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G47260	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G47380	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G47390	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G47400	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G47420	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G47440	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G47450	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G47460	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G47480	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G47490	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G47500	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G47670	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G47690	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G47710	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G47840	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G47880	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G47890	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G47900	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G47930	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G47970	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G47990	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G48000	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G48010	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G48030	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G48070	SMALL	UP_XRN4	SMALL_UP_XRN4
AT2G48160	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G01090	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G01120	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G01140	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G01142	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G01170	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G01320	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G01390	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G01400	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G01430	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G01480	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G01530	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G01540	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G01560	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G01690	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G01750	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G01770	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G01780	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G01810	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G01820	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G01930	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G01950	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G02080	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G02110	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G02120	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G02140	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G02170	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G02200	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G02230	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G02250	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G02260	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G02340	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G02350	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G02360	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G02380	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G02460	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G02468	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G02470	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G02550	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G02555	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G02560	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G02570	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G02640	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G02700	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G02750	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G02760	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G02830	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G02880	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G02910	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G02930	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G03050	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G03100	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G03160	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G03210	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G03340	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G03450	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G03460	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G03470	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G03550	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G03600	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G03680	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G03780	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G03820	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G03840	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G03860	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G03870	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G03920	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G03940	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G03990	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G04120	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G04230	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G04290	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G04350	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G04400	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G04470	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G04530	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G04550	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G04605	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G04670	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G04690	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G04730	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G04770	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G04790	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G04840	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G04910	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G04920	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G04930	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G05020	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G05030	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G05050	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G05060	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G05100	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G05120	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G05170	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G05180	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G05200	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G05220	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G05280	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G05330	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G05490	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G05500	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G05530	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G05560	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G05590	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G05670	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G05800	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G05830	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G05840	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G05880	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G05905	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G05910	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G06020	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G06060	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G06080	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G06130	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G06150	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G06170	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G06180	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G06190	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G06240	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G06270	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G06340	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G06450	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G06455	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G06470	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G06500	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G06570	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G06590	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G06610	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G06660	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G06700	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G06750	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G06780	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G06840	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G06868	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G06870	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G06890	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G07030	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G07080	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G07110	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G07270	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G07300	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G07310	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G07320	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G07350	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G07360	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G07390	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G07460	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G07470	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G07480	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G07510	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G07660	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G07720	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G07780	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G07790	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G08030	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G08520	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G08580	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G08600	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G08630	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G08640	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G08650	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G08680	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G08730	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G08740	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G08760	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G08780	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G08850	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G08940	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G08943	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G09000	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G09030	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G09032	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G09070	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G09085	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G09200	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G09300	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G09440	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G09500	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G09570	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G09580	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G09630	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G09740	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G09770	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G09880	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G10030	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G10040	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G10060	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G10190	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G10230	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G10260	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G10400	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G10470	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G10560	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G10570	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G10610	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G10620	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G10720	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G10760	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G10860	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G10870	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G10960	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G10985	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G11030	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G11090	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G11110	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G11120	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G11200	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G11410	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G11510	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G11540	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G11590	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G11600	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G11650	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G11660	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G11670	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G11690	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G11700	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G11760	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G11770	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G11810	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G11830	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G11900	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G11940	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G12030	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G12050	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G12060	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G12110	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G12120	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G12130	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G12280	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G12345	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G12350	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G12400	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G12410	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G12420	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G12440	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G12460	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G12560	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G12610	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G12620	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G12630	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G12650	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G12690	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G12700	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G12710	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G12750	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G12810	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G12830	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G12915	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G12920	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G12965	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G12970	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G12980	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G13110	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G13175	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G13190	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G13222	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G13230	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G13310	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G13340	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G13410	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G13430	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G13438	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G13440	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G13470	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G13510	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G13520	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G13650	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G13660	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G13700	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G13710	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G13720	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G13750	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G13772	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G13810	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G13920	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G13960	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G13980	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G14000	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G14050	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G14067	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G14080	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G14180	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G14205	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G14230	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G14240	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G14270	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G14310	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G14340	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G14350	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G14370	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G14400	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G14440	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G14510	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G14530	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G14550	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G14600	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G14650	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G14660	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G14680	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G14690	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G14720	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G14740	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G14790	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G14800	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G14860	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G14870	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G14900	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G15010	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G15040	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G15095	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G15210	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G15270	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G15300	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G15354	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G15400	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G15430	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G15450	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G15470	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G15480	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G15530	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G15570	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G15630	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G15640	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G15660	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G15680	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G15810	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G15820	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G15850	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G16050	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G16080	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G16180	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G16200	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G16240	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G16260	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G16280	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G16310	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G16370	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G16410	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G16490	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G16500	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G16510	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G16570	SMALL	UP_XRN4	SMALL_UP_XRN4
AT3G16630	SMALL	UP_XRN4	SMALL_UP_XRN4
